date,correlation,vix,high_threshold,low_threshold,market_state
2025-06-04,0.8673703852448721,17.610000610351562,0.5974004042358276,0.52113082074418,危機市場
2025-06-05,0.867757908633262,18.479999542236328,0.5987324073283918,0.52113082074418,危機市場
2025-06-06,0.8693312657710762,16.770000457763672,0.5990364574260543,0.52113082074418,危機市場
2025-06-09,0.8690861565531527,17.15999984741211,0.6000369129928254,0.52113082074418,危機市場
2025-06-10,0.8661527644246282,16.950000762939453,0.6028929499786113,0.52113082074418,危機市場
2025-06-11,0.8650897305399994,17.260000228881836,0.6041378926024746,0.52113082074418,危機市場
2025-06-12,0.8657847706351104,18.020000457763672,0.6051852026494732,0.52113082074418,危機市場
2025-06-13,0.8614986652895414,20.81999969482422,0.6060974355509233,0.52113082074418,危機市場
2025-06-16,0.8611019962322896,19.110000610351562,0.6095392709523832,0.52113082074418,危機市場
2025-06-17,0.8598932300186309,21.600000381469727,0.6199130106596692,0.52113082074418,危機市場
2025-06-18,0.8590673897843528,20.139999389648438,0.6209004547586694,0.52113082074418,危機市場
2025-06-20,0.8597146866041364,20.6200008392334,0.62283030831775,0.52113082074418,危機市場
2025-06-23,0.8575981701340739,19.829999923706055,0.6253577105644889,0.52113082074418,危機市場
2025-06-24,0.8561252578090945,17.479999542236328,0.6288773002087001,0.52113082074418,危機市場
2025-06-25,0.8566275817859695,16.760000228881836,0.6362764207265711,0.52113082074418,危機市場
2025-06-26,0.8581827620774547,16.59000015258789,0.6367799892781146,0.52113082074418,危機市場
2025-06-27,0.860205635927821,16.31999969482422,0.6368966024480083,0.5219812411905568,危機市場
2025-06-30,0.8600218873302906,16.729999542236328,0.6376617969427079,0.5227997806765614,危機市場
2025-07-01,0.8544560048131472,16.829999923706055,0.6401326514316673,0.5231796447453361,危機市場
2025-07-02,0.8211520984886872,16.639999389648438,0.644410388062534,0.5247373297087022,危機市場
2025-07-03,0.8211925570411004,16.3799991607666,0.6505025551176349,0.5282858066304454,危機市場
2025-07-07,0.8206410083988861,17.790000915527344,0.6571165064827376,0.5293859783297561,危機市場
2025-07-08,0.7346755804430866,16.809999465942383,0.6771314911167576,0.5295211226719396,危機市場
2025-07-09,0.679383733121991,15.9399995803833,0.734734928834369,0.5298576553512223,過渡市場
2025-07-10,0.6676724600259959,15.779999732971191,0.734734928834369,0.5304582184896731,過渡市場
2025-07-11,0.6661947111942309,16.399999618530273,0.734734928834369,0.5308783690018641,過渡市場
2025-07-14,0.6646935948641303,17.200000762939453,0.734734928834369,0.5317155904687648,過渡市場
2025-07-15,0.6697432494490047,17.3799991607666,0.734734928834369,0.5322307623077613,過渡市場
2025-07-16,0.6717822611590517,17.15999984741211,0.734734928834369,0.5326148812878249,過渡市場
2025-07-17,0.6392788671473769,16.520000457763672,0.734734928834369,0.5337978953083957,過渡市場
2025-07-18,0.6190610855458528,16.40999984741211,0.734734928834369,0.5344014883128437,過渡市場
2025-07-21,0.6197499417599545,16.649999618530273,0.734734928834369,0.5349989750864238,過渡市場
2025-07-22,0.5973846134582577,16.5,0.734734928834369,0.5355254502735424,過渡市場
2025-07-23,0.6052210359116584,15.369999885559082,0.734734928834369,0.5360240001313021,過渡市場
2025-07-24,0.6034221524271306,15.390000343322754,0.734734928834369,0.5362935678161072,過渡市場
2025-07-25,0.6026647007010626,14.930000305175781,0.734734928834369,0.5365913719522315,過渡市場
2025-07-28,0.6049949699900542,15.029999732971191,0.734734928834369,0.537056298357816,過渡市場
2025-07-29,0.6134563105312958,15.979999542236328,0.734734928834369,0.5373942240935454,過渡市場
2025-07-30,0.6011505766615756,15.479999542236328,0.734734928834369,0.5374711824599224,過渡市場
2025-07-31,0.6014596321483843,16.719999313354492,0.734734928834369,0.5374974083559184,過渡市場
